x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 516
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 0
x = 509, y = 0
x = 509, y = 0
x = 509, y = 0
x = 509, y = 0
x = 769, y = 0
x = 866, y = 0
x = 509, y = 517
x = 1023, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 516
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
x = 509, y = 517
